SYMBOL,SERIES,CLOSE PRICE,TRADED VALUE ,TRADED QUANTITY
SADBHAV,EQ,397.95,48871617.5,124628
SADBHIN,EQ,135.35,14457498.1,106511
SAGCEM,EQ,1002.95,15368081.4,15368
SAKAR,SM,62.05,762450,12000
SAKHTISUG,EQ,21.7,893787.2,40739
SAKSOFT,EQ,237.8,5756057.7,24095
SAKUMA,EQ,198.65,5283213.4,26982
SALASAR,EQ,311.4,14543376.5,46521
SALONA,EQ,124.55,123679.55,977
SALORAINTL,EQ,46.8,14601.9,312
SALSTEEL,EQ,6.9,363902.5,52012
SALZERELEC,EQ,211.45,11467322.45,54443
SAMBHAAV,EQ,11.05,545557.6,49005
SAMTEL,BZ,0.95,1011.75,1065
SANCO,EQ,39.85,1839985,45931
SANDESH,EQ,1137.65,4182659.15,3682
SANGAMIND,EQ,148.65,6782689.9,45272
SANGHIIND,EQ,111.25,56386886.45,505907
SANGHVIFOR,EQ,36.75,434710.4,11846
SANGHVIMOV,EQ,170.45,12061828.4,69489
SANOFI,EQ,4938.4,32985102.35,6695
SANWARIA,EQ,22.35,398725417,17976201
SARDAEN,EQ,504.65,72657946.3,142966
SAREGAMA,EQ,718.4,53942258.2,74029
SARLAPOLY,EQ,60.05,4499317.7,75349
SASKEN,EQ,731.2,15350178.95,20916
SASTASUNDR,EQ,103.5,176303.4,1677
SATHAISPAT,EQ,21.65,2981129.95,134145
SATIN,EQ,453.4,25800581.2,56600
SBILIFE,EQ,689.25,156501639.4,226925
SBIN,N5,11601.11,6997743.31,603
SBIN,N2,11319.17,1132457.03,100
SCAPDVR,BE,7.6,119620.25,15694
SCHAEFFLER,EQ,5393.05,6138161.4,1138
SCHAND,EQ,468.2,3959710.75,8369
SCHNEIDER,EQ,105.75,15993077.7,149279
SCI,EQ,80.1,56088683.7,693983
SDBL,EQ,247.7,49194846.5,193946
SEAMECLTD,EQ,187.25,13678796.4,73642
SECURCRED,SM,209.2,3006780,14400
SELAN,EQ,215.5,8126439.25,37603
SELMCL,EQ,2.6,310898.5,119307
SENSEXIWIN,EQ,357.2,7152.18,20
SEPOWER,EQ,8.65,133763.25,15342
SEQUENT,EQ,74.4,27122496.95,351738
SERVOTECH,SM,35,424000,12000
SESHAPAPER,EQ,878.85,6317770.75,7099
SETCO,EQ,63.8,56477698.6,873854
SETFGOLD,EQ,2811.05,14542813.6,5194
SETFNIF50,EQ,106.33,435708.85,4075
SETFNIFBK,EQ,252.94,327721.51,1287
SETFNN50,EQ,298.88,234685.28,783
SEZAL,BZ,4.2,84,20
SFL,EQ,1600.05,1634908.55,1018
SGBAUG24,GB,2805.24,1188108.64,424
SGBDEC25XI,GB,2725.09,96125.45,35
SGBFEB24,GB,2808.99,30836.92,11
SGBJUL25,GB,2752.64,309643.22,112
SGBMAR24,GB,2771.01,154246.89,55
SGBMAR25,GB,2790,13950,5
SGBMAY25,GB,2770,265363.28,96
SGBNOV23,GB,2800,120795.66,43
SGBNOV24,GB,2787.25,670139.2,240
SGBOCT25,GB,2885,28800,10
SGBOCT25IV,GB,2742,21933,8
SGBSEP24,GB,2801.14,593884.83,212
SGL,EQ,16.7,722017.65,43264
SHAHALLOYS,EQ,22.85,4626602.2,202986
SHAKTIPUMP,EQ,552.05,51306465.85,92167
SHALBY,EQ,232.85,29853385.45,127704
SHALPAINTS,EQ,176.7,2311724.85,13057
SHANKARA,EQ,1741.1,51966596.95,29632
SHANTI,SM,41.5,249000,6000
SHANTIGEAR,EQ,145.95,3394234.05,22974
SHARDACROP,EQ,395.6,3347770,8435
SHARDAMOTR,EQ,2299.2,6835794.65,2951
SHARIABEES,EQ,250,138553.13,532
SHARONBIO,BZ,7.05,368322.4,52186
SHEMAROO,EQ,515.75,6742961.4,13013
SHILPAMED,EQ,477.6,9854196,20526
SHILPI,EQ,11.2,1568796.75,139710
SHIRPUR-G,EQ,159.1,703984.15,4399
SHIVAMAUTO,EQ,80.1,9046899.45,111558
SHIVATEX,EQ,557.25,2945591.9,5363
SHK,EQ,287.7,11480222.25,39648
SHOPERSTOP,EQ,526.1,11280515.6,21438
SHREEPUSHK,EQ,235.45,20996074.55,88200
SHREERAMA,EQ,13,287995.8,22088
SHRENIK,SM,580,48495400,83500
SHREYANIND,EQ,160.8,2731353.55,16769
SHREYAS,EQ,565.9,11176732.2,19430
SHRIPISTON,BE,1712.15,104434.7,61
SHRIRAMCIT,EQ,2047.75,27446145.25,13411
SHRIRAMCIT,NH,930,97650,105
SHRIRAMEPC,EQ,31.8,17071251.9,531353
SHYAMCENT,EQ,12.7,7504590.05,591906
SICAGEN,EQ,43.35,1363762.95,31080
SICAL,EQ,220.95,17825054.9,80920
SIGNET,EQ,8.75,10788035.95,1209142
SIIL,SM,54,1219800,22000
SIKKO,SM,33.2,132800,4000
SIL,BE,22.3,2954.25,130
SILINV,EQ,457.7,14041640.7,30672
SILLYMONKS,SM,154.45,1480680,9600
SIMBHALS,EQ,19.35,270975.05,14120
SIMPLEX,EQ,31.95,997400.15,30852
SIMPLEXINF,EQ,576.05,6321555.7,10968
SINTERCOM,SM,70.5,232307900,3072000
SINTEX,EQ,21.85,40182155.5,1835858
SIS,EQ,1129,22576176.7,19398
SITASHREE,EQ,4.45,187837.9,42035
SITINET,EQ,19.8,6464981.1,325405
SIYSIL,EQ,655.05,6814314.75,10081
SJVN,EQ,37,34189726,923459
SKFINDIA,EQ,1852.8,14968423.05,8059
SKIL,BE,41.7,1798041.35,43591
SKIPPER,EQ,245,38155837.25,155897
SKMEGGPROD,EQ,83.6,3071317.8,36341
SKML,SM,58.5,117000,2000
SKSTEXTILE,SM,83.95,504700,6000
SMARTLINK,EQ,102.1,4211252.2,40950
SMLISUZU,EQ,792.25,8203033.55,10305
SMPL,EQ,1.45,21436.9,15267
SMSLIFE,EQ,399.95,546059.75,1353
SMSPHARMA,EQ,91.95,3296996.85,35715
SNOWMAN,EQ,53.4,36617175.45,676535
SOBHA,EQ,557.85,77436471.4,138796
SOLARINDS,EQ,1055.7,4424025.85,4177
SOLEX,SM,49.75,2520800,50000
SOMANYCERA,EQ,699.6,8021221.2,11468
SOMATEX,EQ,13.9,108097.85,7831
SOMICONVEY,EQ,62.6,469058.85,7451
SONASTEER,EQ,108.3,30987288.45,285047
SONATSOFTW,EQ,335.55,219126815.5,648904
SORILHOLD,EQ,253.85,234268686.1,866720
SORILINFRA,EQ,259.75,76901413.85,288232
SOTL,EQ,1481.2,9669636.55,6449
SOUTHBANK,EQ,26.75,163422362.2,6091837
SPAL,EQ,351.45,6360917,18248
SPARC,EQ,424.1,66342457.6,154321
SPECIALITY,EQ,150.55,20151876.5,129786
SPENTEX,BE,5.9,255699.9,41904
SPHEREGSL,EQ,36.45,824548.55,22389
SPIC,EQ,38.1,61224180.45,1604942
SPICEMOBI,EQ,19.15,1796794.2,93370
SPLIL,EQ,25,237163.5,9328
SPMLINFRA,EQ,119.6,2454928.35,20496
SPTL,EQ,69.45,120237721.7,1714410
SPYL,EQ,0.6,50635.75,79700
SQSBFSI,EQ,533.5,2219517.5,4200
SREEL,EQ,244.4,5711788.45,23160
SREIBNPNCD,NL,1051.3,21026,20
SREIBNPNCD,NP,981,46387,47
SREIBNPNCD,N7,998,139720,140
SREIBNPNCD,NU,1010.3,25244.5,25
SREIBNPNCD,NO,1000,3000,3
SREINFRA,EQ,81,156914399.8,1905074
SREINFRA,Y1,1072,53603,50
SREINFRA,YB,1100,52050,47
SREINFRA,YA,1040.4,41616,40
SREINFRA,Y4,1030,10300,10
SREINFRA,Y9,1065,118190,111
SREINFRA,NX,1040,10400,10
SRF,EQ,1863.95,214851782.2,114543
SRHHYPOLTD,EQ,177.25,1922991.05,10751
SRIPIPES,EQ,368.05,52940581.2,142838
SRIRAM,SM,17.75,1344300,78000
SRPL,SM,31.2,1251400,40000
SRSLTD,EQ,1.15,415957.3,361702
SRTRANSFIN,Y2,1088.5,79460.5,73
SRTRANSFIN,Y9,1119,190490,170
SRTRANSFIN,NX,1005,135431,135
SRTRANSFIN,NZ,809,60587.5,75
SRTRANSFIN,NW,545,2725,5
SRTRANSFIN,YA,1014.26,187390.75,185
SRTRANSFIN,YD,1490,29800,20
SRTRANSFIN,Y6,1700,8500,5
SSWL,EQ,973.7,18865739.6,19292
STAMPEDE,BE,12.3,3212115.6,260985
STAN,DR,65,196203.95,3035
STAR,EQ,725.8,290625133.3,406334
STARCEMENT,EQ,124.45,20255053.75,160449
STARPAPER,EQ,234.4,32740034.75,138609
STCINDIA,EQ,158.15,4587719.75,28733
STEELCITY,SM,103.75,207500,2000
STEELXIND,EQ,33.45,7902283.45,237504
STEL,EQ,106.5,1586020.9,14391
STERLINBIO,EQ,3.7,1007121.6,270483
STERTOOLS,EQ,395.2,4861885,12325
STINDIA,EQ,19,5908.65,307
STRTECH,EQ,347.85,407859746.9,1156055
SUBEX,EQ,9.2,21828573.4,2342029
SUBROS,EQ,342.35,8346163.05,24178
SUDARSCHEM,EQ,439.1,18516018.65,42181
SUJANAUNI,BE,0.95,226216.35,238000
SUMEETINDS,EQ,26.1,13822941.95,519613
SUMMITSEC,EQ,897.1,2168245.3,2425
SUNCLAYLTD,EQ,5009.85,5052913.55,1011
SUNDARAM,EQ,3.8,5683341.1,1478506
SUNDARMFIN,EQ,1645.3,32353483.85,19618
SUNDRMBRAK,EQ,569.35,2263857.9,3913
SUNDRMFAST,EQ,545.4,105713771.2,194559
SUNFLAG,EQ,87.85,115591107.9,1335259
SUNILHITEC,EQ,12.25,14566527.4,1194543
SUNTECK,EQ,408.6,45421248.85,110575
SUPERHOUSE,EQ,157.65,2516027.95,15834
SUPERSPIN,EQ,15.65,1053039.2,66915
SUPPETRO,EQ,343.95,9981505.85,29065
SUPRAJIT,EQ,271.65,18311225.5,67684
SUPREMEIND,EQ,1232.65,181840722.4,148644
SUPREMEINF,EQ,106.55,6591514.6,61823
SUPREMETEX,EQ,2,189151.8,92593
SURANAIND,EQ,3.3,25172.7,7590
SURANASOL,EQ,15.35,1049045.05,67014
SURANAT&P,EQ,5.5,237559.9,43895
SURYALAXMI,EQ,79.45,2992097.9,37406
SURYAROSNI,EQ,450.75,95868638.3,213850
SUTLEJTEX,EQ,82.5,4664549.65,56593
SUVEN,EQ,195.55,35084071.5,177320
SUZLON,EQ,13.15,221034869.7,16775159
SWANENERGY,EQ,194.55,46695582.6,234821
SWARAJENG,EQ,1902.25,4404660.85,2312
SWELECTES,EQ,440.9,2347324.9,5302
SYMPHONY,EQ,1745.2,14870306.6,8495
SYNCOM,EQ,5.8,325506.9,55353
SYNDIBANK,EQ,59.55,268043579.2,4459917
SYNGENE,EQ,581.9,38502504,65646
TAINWALCHM,EQ,107.55,826358.9,7624
TAJGVK,EQ,171.9,9078558.3,52382
TAKE,EQ,167.85,25516931.35,153435
TALBROAUTO,EQ,298.85,10032113.95,32999
TALWALKARS,EQ,294.3,13158431.25,44568
TANLA,EQ,31.5,8454946.15,266488
TANTIACONS,BE,16.2,76112.25,4547
TARAJEWELS,EQ,15.3,935657.5,60968
TARAPUR,EQ,6.35,21710.45,3379
TARMAT,EQ,59.35,2983862.25,49280
TASTYBITE,EQ,7964,8634059.25,1075
TATACHEM,EQ,718.65,627980009.5,875430
TATACOFFEE,EQ,137.9,32942155.35,237694
TATACOMM,EQ,640.05,271515534.9,423687
TATAELXSI,EQ,1002.55,450895965.9,445965
TATAGLOBAL,EQ,275.6,533106593.1,1925414
TATAINVEST,EQ,817.8,24387468.7,30123
TATAMETALI,EQ,813.15,59175680.6,72776
TATAMTRDVR,EQ,208.2,344456633.7,1640778
TATASPONGE,EQ,1053.5,82524343.05,77925
TBZ,EQ,109.6,51338704.9,466008
TCI,EQ,284.25,4904621.1,17119
TCIDEVELOP,EQ,502.2,721077,1402
TCIEXP,EQ,501.25,3608132.15,7142
TCIFINANCE,EQ,26.55,1454555.85,54249
TCPLPACK,EQ,635.1,1911692.25,2968
TDPOWERSYS,EQ,211.25,12695808.35,58865
TEAMLEASE,EQ,2159.95,41480603.85,19215
TECHIN,EQ,11.6,55882.7,4691
TECHNO,EQ,361.8,24519408.4,66770
TECHNOFAB,EQ,232.75,1306628.8,5603
TEJASNET,EQ,348.9,24537982.6,69708
TERASOFT,EQ,60.1,618841.15,10224
TEXINFRA,EQ,61.75,6302619.55,101471
TEXMOPIPES,EQ,22.7,1333829.45,58121
TEXRAIL,EQ,94.1,39325102.85,410832
TFCILTD,EQ,158.2,66598844.4,424595
TFL,EQ,12.85,79548.35,6321
TGBHOTELS,EQ,49.85,1979462.9,39501
THANGAMAYL,EQ,510.95,15611430.7,30515
THEMISMED,EQ,556.7,1286886.85,2300
THERMAX,EQ,1147.85,27598981,23880
THIRUSUGAR,EQ,44.35,1188724.45,26769
THOMASCOOK,EQ,231.15,52945374.8,228373
THYROCARE,EQ,636.9,6579418.35,10288
TI,EQ,18.4,1538592.95,82113
TIDEWATER,EQ,6589.4,8351465.6,1257
TIFIN,EQ,675.8,18280847.7,27282
TIIL,EQ,536.8,7812816.6,14473
TIINDIA,EQ,270.55,23005944.2,85077
TIJARIA,BE,12.25,85721.5,6954
TIL,EQ,528.15,7481598.8,14042
TIMESGTY,EQ,58.9,278503.1,4771
TIMETECHNO,EQ,188.05,35699453,190939
TIMKEN,EQ,806.55,14338026.85,17751
TINPLATE,EQ,238.35,238674948.5,990278
TIPSINDLTD,EQ,85,1250463.5,14651
TIRUMALCHM,EQ,2052.15,176606414.8,84638
TIRUPATIFL,SM,49.2,590800,12000
TMRVL,EQ,138.5,4946738.55,35512
TNPETRO,EQ,61.25,6768907.65,110018
TNPL,EQ,377.5,36692715.7,96058
TNTELE,BE,2.4,480,200
TOKYOPLAST,EQ,110.15,593318.7,5330
TORNTPOWER,EQ,265.65,115970173.1,432799
TOTAL,SM,52.5,635550,12000
TOUCHWOOD,SM,50.2,150600,3000
TPLPLASTEH,EQ,478.8,2016671.75,4188
TREEHOUSE,EQ,13.05,528161.05,40654
TRENT,EQ,319.9,14821686.2,46395
TRF,EQ,230.65,3369675.3,14429
TRIDENT,EQ,75.15,30393783.75,404030
TRIGYN,EQ,154.6,37865145.15,239398
TRIL,EQ,31.4,4718006.65,148213
TRITURBINE,EQ,120.2,10608007.75,88380
TRIVENI,EQ,69.7,39116514.6,558629
TTKHLTCARE,EQ,1296.65,375341497.5,277696
TTKPRESTIG,EQ,7020.55,14668401.7,2083
TTL,EQ,99.2,4613442.35,46294
TTML,EQ,6.45,3838285.2,590955
TULSI,EQ,2.65,3053.1,1054
TV18BRDCST,EQ,54.9,216137782.2,3898451
TVSELECT,EQ,391.35,42791706.45,107944
TVSMOTOR,EQ,654.7,395164238.7,606815
TVSSRICHAK,EQ,3696.5,34205251.2,9331
TVTODAY,EQ,465.6,49176245.7,103134
TVVISION,EQ,18.15,1250718.3,67885
TWL,EQ,130.5,123274824.7,932842
UBL,EQ,1010.4,428218733.9,422993
UCALFUEL,EQ,262,18910855.35,71345
UCOBANK,EQ,28.5,14506356.25,509103
UFLEX,EQ,369.45,33764215.75,90598
UFO,EQ,433.1,6141409.25,14038
UGARSUGAR,EQ,20.9,3204696.9,149904
UJAAS,EQ,21.7,9884068.1,453956
UJJIVAN,EQ,365,293275354,804061
UMANGDAIRY,EQ,94.25,7309866.25,76398
UMESLTD,EQ,1.15,1367.35,1189
UNICHEMLAB,EQ,336.65,42059256.35,123465
UNIENTER,EQ,87.6,260418.15,2932
UNIONBANK,EQ,118.35,920552849,7817508
UNIPLY,EQ,451.35,48662204.5,105368
UNITECH,EQ,7.45,199759144.5,26070888
UNITEDBNK,EQ,14.85,8657526.45,582439
UNITEDPOLY,SM,35,105000,3000
UNITEDTEA,EQ,412.85,451671.8,1103
UNITY,EQ,5.95,130894.25,21898
UNIVCABLES,EQ,156.65,26776125.2,168225
URJA,BE,7.7,6931060.45,898792
USHAMART,EQ,21.8,19106650.8,859415
USHERAGRO,EQ,6.7,230470.3,34086
UTINEXT50,EQ,301,62300.7,208
UTINIFTETF,EQ,1085.85,144894.14,133
UTTAMSTL,BE,21.35,21528272.7,1020372
UTTAMSUGAR,EQ,114.45,8335736.6,70456
UVSL,EQ,0.25,2662233.5,10719031
V2RETAIL,EQ,378.15,25937565.9,67495
VADILALIND,EQ,892.05,25661835.6,28413
VAIBHAVGBL,EQ,689.95,47735655.45,69158
VAKRANGEE,EQ,245.05,1202883796,4908728
VALUEIND,BZ,6.25,31548.5,5041
VARDHACRLC,EQ,47.35,4720988.95,99313
VARDMNPOLY,EQ,27.1,1771819.05,64765
VASA,SM,75.85,2730600,36000
VASCONEQ,EQ,38.65,38716112.5,995090
VASWANI,EQ,16.1,763195.45,47151
VBL,EQ,652,119073461.7,181177
VEDL,P1,10.55,241489.5,22890
VENKEYS,EQ,2797.4,264476472.1,93855
VENUSREM,EQ,78.85,4837217.5,60657
VERTOZ,SM,226.3,8073360,34800
VESUVIUS,EQ,1338.5,10656271.45,7867
VETO,EQ,225.35,28797157.25,126730
VGUARD,EQ,231.8,392450433.6,1708462
VHL,EQ,4681.85,2768087.6,589
VICEROY,EQ,15.7,3558708.15,223923
VIDEOIND,EQ,17.45,19329926.15,1106493
VIDHIING,EQ,84.9,8360358.7,96987
VIJAYABANK,EQ,58.55,67316056.15,1167576
VIJIFIN,BE,7.5,232432.5,30991
VIJSHAN,EQ,24.3,5449883.7,215249
VIKASECO,EQ,37.6,122450467.4,3234119
VIMTALABS,BE,210.35,3580416.9,16989
VINATIORGA,EQ,831.6,6528955.5,7773
VINDHYATEL,EQ,1160.75,13954219.55,11788
VINYLINDIA,EQ,112.45,11173761.9,98462
VIPCLOTHNG,EQ,66.5,5260896.45,78778
VIPIND,EQ,344.65,236177279.1,668731
VIPULLTD,EQ,64.1,2323024,35552
VISAKAIND,EQ,690.05,47804684.25,68110
VISASTEEL,EQ,18.95,245252.5,13016
VISESHINFO,BE,0.2,1142265.55,5065571
VISHNU,EQ,338.25,12275828.35,34890
VIVIDHA,EQ,1.25,586797.2,469426
VIVIMEDLAB,EQ,83.4,58626054.9,692320
VLSFINANCE,EQ,80.55,5242273.45,63994
VMART,EQ,1567.75,9274840.5,5830
VOLTAMP,EQ,1134.85,51444406.85,45420
VOLTAS,EQ,584.65,792167856.9,1359810
VRLLOG,EQ,420.35,20307708.65,47762
VSCL,SM,92.5,277500,3000
VSSL,EQ,146.45,2050478.05,13911
VSTIND,EQ,3318.55,4590241.7,1389
VSTTILLERS,EQ,2647.4,42054606.5,15952
VTL,EQ,1348.65,30822194.05,23094
WABAG,EQ,565.7,28382511.05,50302
WABCOINDIA,EQ,7086.7,18300435.05,2555
WALCHANNAG,EQ,191.5,40823765.9,210227
WANBURY,BE,39.35,474122,12028
WEBELSOLAR,EQ,102,33119503.6,319058
WEIZFOREX,EQ,951.95,12784974.35,13082
WEIZMANIND,EQ,48.55,388703.55,8079
WELCORP,EQ,158.85,90498276.85,559253
WELENT,EQ,169.15,121298578,709899
WELINV,EQ,183.85,295263.1,1606
WELSPUNIND,EQ,64.85,58096250.7,889324
WENDT,EQ,2878.2,1074056.6,371
WHEELS,EQ,2136.25,10962516.75,5213
WHIRLPOOL,EQ,1435.3,12341234,8567
WILLAMAGOR,BE,101.45,719677.85,7122
WINDMACHIN,EQ,105.65,26714561.55,254767
WINSOME,EQ,2.25,333117.5,150209
WIPL,BE,66.7,316121.9,4650
WOCKPHARMA,EQ,790.15,1003610092,1263902
WONDERLA,EQ,385.55,10137179.15,26331
WSI,EQ,6.7,225417.8,33066
WSTCSTPAPR,EQ,273.5,26897843.5,99777
XCHANGING,EQ,59.45,1040820.4,17503
XLENERGY,EQ,2.9,11117.75,3922
XPROINDIA,EQ,56.05,220301.65,3904
ZANDUREALT,EQ,2100.4,3620481.7,1689
ZEEL,P2,9.9,509687.95,51485
ZEELEARN,EQ,42.2,37285573.1,874676
ZEEMEDIA,EQ,43.1,15979526.05,369381
ZENITHBIR,BE,1.45,2280170,1573035
ZENITHEXPO,EQ,50,378708,7078
ZENSARTECH,EQ,902.6,15664643.45,17626
ZENTEC,EQ,119.75,15016947.5,123903
ZICOM,EQ,22.05,3622344.75,163728
ZODIAC,SM,38,851500,22000
ZODIACLOTH,EQ,183.4,1074054,5836
ZODJRDMKJ,EQ,45.7,165943.55,3431
ZOTA,SM,216.7,1731800,8000
ZUARI,EQ,521.8,55311981.45,104800
ZUARIGLOB,EQ,199.35,23857048.55,118096
ZYDUSWELL,EQ,1171.35,5635940.2,4837
ZYLOG,EQ,3.7,230739.05,61851
